Timesteps,EvalReward,SmoothedReward,BestReward
39360,-0.229651,-0.012033700000000003,0.356347
40180,-0.068202,-0.012952000000000002,0.356347
41000,0.442997,0.020491699999999995,0.442997
41820,-0.056999,-0.0009061000000000076,0.442997
42640,-0.083577,-0.024949400000000004,0.442997
43460,-0.116356,-0.028574300000000007,0.442997
44280,0.026952,-0.021864500000000005,0.442997
45100,0.219949,0.017069199999999996,0.442997
45920,0.133812,0.0400911,0.442997
46740,-0.00064,0.026828499999999998,0.442997
47560,-0.014406,0.04835299999999999,0.442997
48380,-0.068574,0.0483158,0.442997
49200,0.067986,0.010814699999999998,0.442997
50020,0.04317,0.0208316,0.442997
50840,0.160669,0.045256199999999996,0.442997
51660,-0.025937,0.0542981,0.442997
52480,0.130023,0.0646052,0.442997
53300,0.163505,0.0589608,0.442997
54120,-0.106977,0.03488190000000001,0.442997
54940,-0.068294,0.0281165,0.442997
55760,0.2096,0.0505171,0.442997
56580,-0.038569,0.05351760000000001,0.442997
57400,-0.259302,0.020788800000000003,0.442997
58220,-0.074891,0.008982700000000003,0.442997
59040,0.032167,-0.0038674999999999972,0.442997
59860,-0.025206,-0.0037943999999999973,0.442997
60680,0.090519,-0.007744799999999998,0.442997
61500,0.024548,-0.021640499999999997,0.442997
62320,-0.093251,-0.0202679,0.442997
63140,0.160739,0.0026354000000000017,0.442997
63960,0.09156,-0.009168599999999999,0.442997
64780,0.011378,-0.0041738999999999995,0.442997
65600,0.182219,0.0399782,0.442997
66420,-0.006185,0.046848799999999996,0.442997
67240,-0.047595,0.03887259999999999,0.442997
68060,-0.00852,0.04054119999999999,0.442997
68880,0.135912,0.0450805,0.442997
69700,-0.161319,0.0264938,0.442997
70520,0.108153,0.0466342,0.442997
71340,-0.004404,0.030119899999999998,0.442997
72160,-0.198688,0.0010951000000000016,0.442997
72980,0.181789,0.0181362,0.442997
73800,0.246697,0.024584,0.442997
74620,-0.084995,0.016703000000000006,0.442997
75440,0.027178,0.024180300000000002,0.442997
76260,-0.115709,0.013461400000000002,0.442997
77080,0.110152,0.0108854,0.442997
77900,0.117774,0.0387947,0.442997
78720,0.096635,0.0376429,0.442997
79540,-0.040272,0.0340561,0.442997
80360,0.342556,0.0881805,0.442997
81180,0.084835,0.0784851,0.442997
82000,-0.107009,0.04311449999999999,0.442997
82820,0.049489,0.05656289999999999,0.442997
83640,0.107319,0.064577,0.442997
84460,-0.014578,0.0746901,0.442997
85280,0.013761,0.065051,0.442997
86100,-0.201036,0.03317,0.442997
86920,0.156297,0.039136199999999996,0.442997
87740,-0.082691,0.0348943,0.442997
88560,0.007949,0.0014335999999999962,0.442997
89380,-0.02609,-0.009658900000000003,0.442997
90200,0.008709,0.0019128999999999973,0.442997
91020,0.143917,0.011355699999999996,0.442997
91840,-0.065473,-0.005923500000000003,0.442997
92660,-0.104713,-0.014937000000000002,0.442997
93480,0.017536,-0.014559500000000003,0.442997
94300,-0.0256,0.0029840999999999965,0.442997
95120,-0.056505,-0.018296100000000003,0.442997
95940,-0.019811,-0.012008100000000004,0.442997
96760,0.283776,0.015574599999999994,0.442997
97580,0.06248,0.024431599999999994,0.442997
98400,-0.000657,0.023494999999999995,0.442997
99220,0.058806,0.014983899999999994,0.442997
100040,-0.021486,0.019382599999999996,0.442997
100860,0.070326,0.0368865,0.442997
101680,-0.019444,0.033188499999999996,0.442997
102500,-0.087469,0.027001599999999994,0.442997
103320,0.056713,0.038323399999999994,0.442997
104140,-0.055697,0.034734799999999996,0.442997
104960,0.238754,0.0302326,0.442997
105780,-0.15492,0.008492599999999994,0.442997
106600,0.05425,0.013983299999999995,0.442997
107420,-0.028595,0.005243199999999995,0.442997
108240,0.20098,0.027489799999999998,0.442997
109060,0.173066,0.03776379999999999,0.442997
109880,0.083328,0.04804099999999999,0.442997
110700,0.3616,0.0929479,0.442997
111520,0.018701,0.0891467,0.442997
112340,-0.067017,0.08801469999999999,0.442997
113160,0.190731,0.08321239999999999,0.442997
113980,0.037574,0.1024618,0.442997
114800,-0.006074,0.09642939999999998,0.442997
115620,0.245203,0.1238092,0.442997
116440,0.095975,0.1133087,0.442997
117260,-0.019966,0.09400549999999999,0.442997
118080,-0.089137,0.076759,0.442997
118900,0.08934,0.049533,0.442997
119720,-0.097706,0.0378923,0.442997
120540,-0.277133,0.0168807,0.442997
121360,0.077092,0.005516799999999994,0.442997
122180,0.094032,0.011162599999999995,0.442997
123000,-0.025671,0.009202899999999995,0.442997
123820,0.037375,-0.011579900000000008,0.442997
124640,-0.033444,-0.024521800000000007,0.442997
125460,0.209407,-0.0015845000000000054,0.442997
126280,0.203083,0.027637499999999992,0.442997
127100,0.14327,0.0330305,0.442997
127920,0.023992,0.04520029999999999,0.442997
128740,0.072941,0.0802077,0.442997
129560,0.030542,0.0755527,0.442997
130380,0.029006,0.06905009999999999,0.442997
131200,-0.050196,0.0665976,0.442997
132020,-0.144254,0.04843469999999999,0.442997
132840,-0.017155,0.0500636,0.442997
133660,0.154288,0.0445517,0.442997
134480,-0.144889,0.009754499999999996,0.442997
135300,-0.032151,-0.007787600000000004,0.442997
136120,0.108256,0.0006387999999999963,0.442997
136940,0.14475,0.007819699999999995,0.442997
137760,-0.062508,-0.0014853000000000047,0.442997
138580,0.171952,0.012809299999999996,0.442997
139400,-0.027306,0.015098299999999999,0.442997
140220,-0.076083,0.021915399999999995,0.442997
141040,-0.1597,0.007660899999999996,0.442997
141860,0.1416,0.006392099999999995,0.442997
142680,0.162268,0.03710779999999999,0.442997
143500,0.04983,0.045305899999999996,0.442997
144320,0.197747,0.054255,0.442997
145140,0.285992,0.0683792,0.442997
145960,-0.022512,0.0723788,0.442997
146780,0.037352,0.05891879999999999,0.442997
147600,-0.102328,0.0514166,0.442997
148420,0.140404,0.0730653,0.442997
149240,0.005547,0.08959,0.442997
150060,0.072897,0.0827197,0.442997
150880,-0.022304,0.0642625,0.442997
151700,0.093411,0.0686206,0.442997
152520,0.018765,0.0507224,0.442997
153340,-0.1043,0.011693199999999996,0.442997
154160,0.141991,0.0281435,0.442997
154980,0.136184,0.0380267,0.442997
155800,-0.165476,0.031711899999999994,0.442997
156620,-0.086007,0.009070799999999995,0.442997
157440,-0.040797,0.004436399999999996,0.442997
158260,-0.004944,-0.0033477000000000042,0.442997
159080,-0.100957,-0.011213000000000004,0.442997
159900,0.106746,-0.009879500000000003,0.442997
160720,-0.244131,-0.0361691,0.442997
161540,0.009626,-0.024776500000000003,0.442997
162360,-0.057839,-0.04475950000000001,0.442997
163180,0.08214,-0.050163900000000004,0.442997
164000,-0.232994,-0.056915700000000014,0.442997
164820,0.041247,-0.0441903,0.442997
165640,-0.076099,-0.047720500000000006,0.442997
166460,-0.048058,-0.052031900000000006,0.442997
167280,-0.036037,-0.0455399,0.442997
168100,0.025629,-0.0536516,0.442997
168920,0.000367,-0.029201800000000007,0.442997
169740,0.128744,-0.017290000000000007,0.442997
170560,-0.178156,-0.029321700000000006,0.442997
171380,-0.080754,-0.0456111,0.442997
172200,0.07588,-0.014723700000000006,0.442997
173020,-0.092433,-0.028091700000000008,0.442997
173840,0.125822,-0.007899600000000007,0.442997
174660,0.017965,-0.001297300000000007,0.442997
175480,-0.079824,-0.005676000000000007,0.442997
176300,0.003022,-0.007936700000000008,0.442997
177120,0.079501,-2.3300000000008037e-05,0.442997
177940,-0.072531,-0.020150800000000007,0.442997
178760,0.060824,0.003747199999999992,0.442997
179580,-0.145835,-0.0027609000000000062,0.442997
180400,0.447917,0.034442799999999996,0.447917
181220,-0.009048,0.042781299999999994,0.447917
182040,0.00941,0.031140099999999993,0.447917
182860,0.237518,0.053095399999999994,0.447917
183680,-0.057672,0.0553106,0.447917
184500,0.092335,0.06424189999999999,0.447917
185320,-0.043562,0.05193559999999999,0.447917
186140,0.084069,0.0675956,0.447917
186960,-0.05108,0.0564052,0.447917
187780,0.23034,0.09402269999999999,0.447917
188600,-0.022018,0.0470292,0.447917
189420,-0.083387,0.0395953,0.447917
190240,0.252624,0.0639167,0.447917
191060,-0.140036,0.0261613,0.447917
191880,-0.22419,0.009509499999999994,0.447917
192700,0.138683,0.014144299999999995,0.447917
193520,-0.109388,0.007561699999999995,0.447917
194340,-0.215464,-0.022391600000000005,0.447917
195160,-0.035744,-0.020858000000000005,0.447917
195980,-0.098736,-0.053765600000000004,0.447917
196800,-0.06154,-0.05771780000000001,0.447917
197620,-0.021017,-0.05148080000000001,0.447917
198440,0.131048,-0.06363840000000001,0.447917
199260,0.290659,-0.020568900000000008,0.447917
200080,-0.086539,-0.006803800000000007,0.447917
200900,0.161461,-0.0045260000000000074,0.447917
201720,0.090046,0.015417399999999993,0.447917
202540,0.069961,0.04395989999999999,0.447917
203360,-0.08312,0.03922229999999999,0.447917
204180,-4.1e-05,0.04909179999999999,0.447917
205000,0.064767,0.06172249999999999,0.447917
205820,0.146824,0.0785066,0.447917
206640,0.063383,0.0717401,0.447917
207460,-0.138509,0.02882329999999999,0.447917
208280,0.046184,0.04209559999999999,0.447917
209100,0.105964,0.03654589999999999,0.447917
209920,0.175818,0.04512309999999999,0.447917
210740,0.138055,0.05193249999999999,0.447917
211560,0.050436,0.06528809999999999,0.447917
212380,0.119816,0.07727379999999999,0.447917
213200,0.045016,0.0752987,0.447917
214020,0.022299,0.06284619999999999,0.447917
214840,0.124838,0.06899169999999999,0.447917
215660,-0.118886,0.07095399999999999,0.447917
216480,0.042538,0.0705894,0.447917
217300,0.064017,0.0663947,0.447917
218120,0.013436,0.05015649999999999,0.447917
218940,0.117438,0.04809479999999999,0.447917
219760,-0.058389,0.03721229999999999,0.447917
220580,0.001107,0.025341399999999997,0.447917
221400,-0.013148,0.019524999999999994,0.447917
222220,0.249402,0.04223529999999999,0.447917
223040,0.064235,0.03617499999999999,0.447917
223860,0.001292,0.048192799999999994,0.447917
224680,0.053067,0.04924569999999999,0.447917
225500,0.128775,0.0557215,0.447917
226320,0.026297,0.05700759999999999,0.447917
227140,0.159579,0.06122169999999999,0.447917
227960,0.046374,0.071698,0.447917
228780,-0.033194,0.06826789999999999,0.447917
229600,0.071138,0.07669649999999999,0.447917
230420,0.083387,0.06009499999999999,0.447917
231240,0.112095,0.064881,0.447917
232060,-0.014098,0.06334199999999998,0.447917
232880,0.052698,0.06330509999999999,0.447917
233700,-0.082978,0.042129799999999995,0.447917
234520,0.010341,0.04053419999999999,0.447917
235340,-0.057592,0.018817099999999993,0.447917
236160,-0.114644,0.0027152999999999912,0.447917
236980,0.069876,0.013022299999999992,0.447917
237800,0.236486,0.029557099999999992,0.447917
238620,0.007689,0.02198729999999999,0.447917
239440,-0.076398,0.0031379999999999893,0.447917
240260,0.162395,0.02078729999999999,0.447917
241080,0.035386,0.019056099999999992,0.447917
241900,0.167025,0.044056399999999996,0.447917
242720,-0.132461,0.029776199999999996,0.447917
243540,-0.085862,0.026949199999999996,0.447917
244360,0.038113,0.042224899999999996,0.447917
245180,-0.014014,0.033835899999999995,0.447917
246000,0.094502,0.019637499999999992,0.447917
246820,-0.300275,-0.01115890000000001,0.447917
247640,0.143058,0.010786699999999988,0.447917
248460,-0.186374,-0.024090200000000013,0.447917
249280,0.048307,-0.022798100000000016,0.447917
250100,0.232508,-0.01624980000000002,0.447917
250920,-0.07794,-0.010797700000000018,0.447917
251740,-0.149387,-0.017150200000000015,0.447917
252560,-0.07134,-0.028095500000000016,0.447917
253380,0.155832,-0.011110900000000012,0.447917
254200,0.041368,-0.016424300000000013,0.447917
255020,-0.124673,0.0011358999999999855,0.447917
255840,0.091635,-0.004006400000000012,0.447917
256660,-0.008985,0.013732499999999986,0.447917
257480,-0.215441,-0.012642300000000013,0.447917
258300,0.141546,-0.02173850000000001,0.447917
259120,0.082212,-0.00572330000000001,0.447917
259940,-0.005985,0.008616899999999988,0.447917
260760,0.087976,0.02454849999999999,0.447917
261580,-0.092828,-0.0003175000000000122,0.447917
262400,0.07864,0.0034096999999999877,0.447917
263220,0.010944,0.01697139999999999,0.447917
264040,-0.319234,-0.024115500000000012,0.447917
264860,-0.020815,-0.025298500000000012,0.447917
265680,0.194987,0.015744299999999985,0.447917
266500,-0.178367,-0.016247000000000015,0.447917
267320,-0.077377,-0.03220590000000001,0.447917
268140,0.166641,-0.014943300000000015,0.447917
268960,0.202686,-0.0034723000000000115,0.447917
269780,0.230434,0.028853899999999988,0.447917
270600,0.286363,0.04962619999999999,0.447917
271420,-0.1298,0.03555179999999999,0.447917
272240,0.019092,0.06938439999999998,0.447917
273060,0.150574,0.0865233,0.447917
273880,0.109263,0.07795089999999999,0.447917
274700,-0.223669,0.07342069999999999,0.447917
275520,-0.183299,0.06282849999999998,0.447917
276340,0.15429,0.061593399999999986,0.447917
277160,-0.077373,0.033587499999999985,0.447917
277980,-0.155915,-0.00504740000000001,0.447917
278800,0.006865,-0.032997200000000004,0.447917
279620,-0.232213,-0.04323850000000001,0.447917
280440,0.132267,-0.03192100000000001,0.447917
281260,0.15759,-0.031219400000000008,0.447917
282080,0.020269,-0.04011880000000001,0.447917
282900,0.249007,0.007148799999999992,0.447917
283720,0.056694,0.03114809999999999,0.447917
284540,-0.301751,-0.014456000000000007,0.447917
285360,-0.117711,-0.018489800000000008,0.447917
286180,-0.015631,-0.004461400000000008,0.447917
287000,0.026369,-0.002511000000000008,0.447917
287820,0.214664,0.04217669999999999,0.447917
288640,-0.138062,0.01514379999999999,0.447917
289460,-0.161141,-0.01672930000000001,0.447917
290280,-0.001975,-0.01895370000000001,0.447917
291100,0.024976,-0.04135680000000001,0.447917
291920,-0.087197,-0.055745900000000015,0.447917
292740,0.071621,-0.01840870000000001,0.447917
293560,0.076938,0.0010561999999999876,0.447917
294380,0.160154,0.018634699999999987,0.447917
295200,-0.088327,0.007165099999999987,0.447917
296020,-0.180377,-0.032339000000000014,0.447917
296840,0.0568,-0.012852800000000015,0.447917
297660,0.08383,0.011644299999999986,0.447917
298480,-0.018134,0.010028399999999986,0.447917
299300,0.18946,0.026476799999999984,0.447917
300120,-0.035771,0.031619399999999985,0.447917
300940,-0.027964,0.021660899999999983,0.447917
